src_lang	tgt_lang	src_text	mt_text	omit_spans	hall_spans	class_hall	class_omit	data_source
arb_Arab	eng_Latn	لنجاح الألمان في تصنيع الغواصات والإبحار بها، فلم يكونوا محل ثقة لاقتناء الكثير منها بعد الحرب.	For the success of the Germans in manufacturing and navigating submarines, they were not trusted to acquire much of it after the war.	لنجاح الألمان في تصنيع الغواصات والإبحار بها، فلم يكونوا محل ثقة لاقتناء الكثير منها بعد الحرب.	For the success of the Germans in manufacturing and navigating submarines, they were not trusted to acquire much of it after the war.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	وهي مدرجة في قائمة اليونسكو للتراث العالمي.	It is included in the UNESCO World Heritage List.	وهي مدرجة في قائمة اليونسكو للتراث العالمي.	It is included in the UNESCO World Heritage List.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	السفال	The bottom .	<<<السفال>>>	The bottom .	1_No_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	* علاء|محمد أحمد عبد الفتاح لإصلاح المشاكل..	Allah's blessings be upon him, Muhammad Ahmad Abdel Fattah to fix the problems.	* <<<علاء|>>>محمد أحمد عبد الفتاح لإصلاح المشاكل<<<.>>>.	Allah's blessings be upon him, Muhammad Ahmad Abdel Fattah to fix the problems.	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	وكره أيضا أن يرفع في نسب الأنبياء، مثل أن يقال:	He also hated to raise the proportions of the prophets, as it is said:	وكره أيضا أن يرفع في <<<نسب>>> الأنبياء، مثل أن يقال:	He also hated to raise the proportions of the prophets, as it is said:	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	ابتداءً من بعد ظهر الأربعاء، كانت فتحات الخزانات ما تزال تسرب غالباً بسبب التمدد الحراري داخل الخزان.	Starting Wednesday afternoon, the tank openings were still leaking, mostly due to the heat expansion inside the tank.	ابتداءً من بعد ظهر الأربعاء، كانت فتحات الخزانات ما تزال تسرب غالباً بسبب التمدد الحراري داخل الخزان.	Starting Wednesday afternoon, the tank openings were still leaking, mostly due to the heat expansion inside the tank.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	يمكن أن تتداخل قوى الطبيعة لتخلق ظروفاً مثاليّة تسمح لهذه الطحالب بالزيادة العددية بشكل كبير.	The forces of nature can interfere to create perfect conditions that allow these algae to increase their numbers dramatically.	يمكن أن تتداخل قوى الطبيعة لتخلق ظروفاً مثاليّة تسمح لهذه الطحالب بالزيادة العددية بشكل كبير.	The forces of nature can interfere to create perfect conditions that allow these algae to increase their numbers dramatically.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	بالنسبة للموقع الموضوع في المقالة الذي به ادعاءات سرقة قام بها حجاج، فهي برأيي ليست سرقة لأن الرسومات مختلفة عن الأصل.	As for the site in the article where the allegations of theft were made by Hajj, in my opinion it's not theft because the drawings are different from the original.	بالنسبة للموقع الموضوع في المقالة الذي به ادعاءات سرقة قام بها <<<حجاج>>>، فهي برأيي ليست سرقة لأن الرسومات مختلفة عن الأصل.	As for the site in the article where the allegations of theft were made by Hajj, in my opinion it's not theft because the drawings are different from the original.	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	تم تركيب شعاعين من الضوء حتى يتم توجيههما نحو السماء أثناء الليل.	Two beams of light are installed so that they are directed toward the sky at night.	تم تركيب شعاعين من الضوء حتى يتم توجيههما نحو السماء أثناء الليل.	Two beams of light are installed so that they are directed toward the sky at night.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	بسم اللة	In the name of God.	بسم اللة	In the name of God.	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	ترق سماكة الغاز بابتعادك عن مركز الشمس.	Increase the thickness of the gas by moving you away from the center of the sun.	<<<ترق>>> سماكة الغاز بابتعادك عن مركز الشمس.	Increase the thickness of the gas by moving you away from the center of the sun.	1_No_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	لكن بعد النظر في الموضوع أكثر وجدت أن الحقائب لا تشمل كل ما يحزم به أمتعة السفر، الحقائب هي من ما يُحزم به أيضًا هناك حاويات أخرى يحزم بها مثل الأكياس والصناديق (هذا وارد في المقالة).	But after a closer look, I found that baggage doesn't include everything that travel luggage is packed in, bags are from what it's packed in. There are also other containers to pack in, like bags and boxes (this is included in the article).	لكن بعد النظر في الموضوع أكثر وجدت أن الحقائب لا تشمل كل ما يحزم به أمتعة السفر، الحقائب هي من ما يُحزم به أيضًا هناك حاويات أخرى يحزم بها مثل الأكياس والصناديق (هذا وارد في المقالة).	But after a closer look, I found that baggage doesn't include everything that travel luggage is packed in, bags are from what it's packed in. There are also other containers to pack in, like bags and boxes (this is included in the article).	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	لدى مُعظم المعابد مهرجانٌ سنويٌ يبدأ من نهاية تشرين الثاني وحتى منتصف أيار، والذي يختلف وفقاً للتقويم السنوي لكل معبد.	Most temples have an annual festival that runs from late November to mid-May, which varies according to each temple's annual calendar.	لدى مُعظم المعابد مهرجانٌ سنويٌ يبدأ من نهاية تشرين الثاني وحتى منتصف أيار، والذي يختلف وفقاً للتقويم السنوي لكل معبد.	Most temples have an annual festival that runs from late November to mid-May, which varies according to each temple's annual calendar.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	30، 27 مايو 2020 (ت ع م)	This is the first time that I've seen this.	<<<30، 27 مايو 2020 (ت ع م)>>>	<<<This is the first time that I've seen this.>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	السلطة الفلسطينية فيما بعد استرجاع الأراضي المغتصبة سنة 1967 مقابل تقديم الأمن لإسرائيل...	The Palestinian Authority later recaptured the expropriated land in 1967 in exchange for providing security to Israel...	السلطة الفلسطينية فيما بعد استرجاع الأراضي المغتصبة سنة 1967 مقابل تقديم الأمن لإسرائيل...	The Palestinian Authority later recaptured the expropriated land in 1967 in exchange for providing security to Israel...	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	40، 24 يناير 2008 (UTC)	40th, 24th of January 2008 (UTC)	40، 24 يناير 2008 (UTC)	40th, 24th of January 2008 (UTC)	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	قالت البحرية الأمريكية أيضاً أنها تُحَقق في الحادثِ.	The U.S. Navy also said it was investigating the incident.	قالت البحرية الأمريكية أيضاً أنها تُحَقق في الحادثِ.	The U.S. Navy also said it was investigating the incident.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	احتج ما يقرب من 200 شخص، في لندن، أمام مكاتب بعض أصحاب حقوق الطبع والنشر الكبار.	Nearly 200 people demonstrated in London in front of the offices of some of the world's leading copyright owners.	احتج ما يقرب من 200 شخص، في لندن، أمام مكاتب بعض أصحاب حقوق الطبع والنشر <<<الكبار>>>.	Nearly 200 people demonstrated in London in front of the offices of some of the world's leading copyright owners.	1_No_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	إن الأطفال المصابين باضطراب نقص الانتباه يواجهون صعوبةً في التركيز على أشياءٍ مثل الواجبات المدرسية، لكن يمكنهم التركيز على الأشياء التي يستمتعون القيام بها مثل اللعب أو مشاهدة الرسوم المتحركة المفضلة لديهم أو كتابة الجمل من دون علامات ترقيم.	Children with attention deficit disorder have difficulty concentrating on things like homework, but they can focus on things they enjoy doing, like playing or watching their favorite cartoons or writing sentences without digits.	إن الأطفال المصابين باضطراب نقص الانتباه يواجهون صعوبةً في التركيز على أشياءٍ مثل الواجبات المدرسية، لكن يمكنهم التركيز على الأشياء التي يستمتعون القيام بها مثل اللعب أو مشاهدة الرسوم المتحركة المفضلة لديهم أو كتابة الجمل من دون علامات ترقيم.	Children with attention deficit disorder have difficulty concentrating on things like homework, but they can focus on things they enjoy doing, like playing or watching their favorite cartoons or writing sentences without digits.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	لااعرف كيف اقفل موضوع المجمعةرغم ان الموضوع المقفل فيه أخطاء مثل (آل ميبار )والكلمة الصحيحة هي (آل ويبار )ورغم ان الموضوع اوالمشاركة التي قبل كانت بالمراجع والمصادر والمخطوطات فمن باب العدل ان يقفل بألموضوع السابق او عدم اقفاله واحتكاره	I don't know how to lock a compilation subject, although the locked subject is mistakes like al-Mibar and the correct word is al-Wibar, and although the previous subject or contribution was in references, sources and manuscripts, it's only fair to lock the previous subject, or not lock and remember it.	لااعرف كيف اقفل موضوع المجمعةرغم ان الموضوع المقفل <<<فيه>>> أخطاء مثل (آل ميبار )والكلمة الصحيحة هي (آل ويبار )ورغم ان الموضوع اوالمشاركة التي قبل كانت بالمراجع والمصادر والمخطوطات فمن باب العدل ان يقفل بألموضوع السابق او عدم اقفاله و<<<احتكاره>>>	I don't know how to lock a compilation subject, although the locked subject is mistakes like al-Mibar and the correct word is al-Wibar, and although the previous subject or contribution was in references, sources and manuscripts, it's only fair to lock the previous subject, or not lock and remember it.	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	08، 23 مارس 2016 (ت ع م)	This is not the case with the United States.	<<<08، 23 مارس 2016 (ت ع م)>>>	<<<This is not the case with the United States.>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	بحسب القانون:	According to the law:	بحسب القانون:	According to the law:	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	مركز المعلومات الفلسطيني وفا	The Palestinian Information Center and the FAA	مركز المعلومات الفلسطيني <<<وفا>>>	The Palestinian Information Center and the FAA	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	يتحرك الإعصار نحو الصين بسرعة 11 كم/ساعة، كما تشير التقديرات.	The hurricane is moving toward China at 11 km/h, according to estimates.	يتحرك الإعصار نحو الصين بسرعة 11 كم/ساعة، كما تشير التقديرات.	The hurricane is moving toward China at 11 km/h, according to estimates.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	اغنية الشرفة	The balcony song .	اغنية الشرفة	The balcony song .	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	تنفصل كتل ضخمة عند حواف الأنهار الجليدية فتسقط أو ربما تقفز أو تتدحرج بعيدًا عن الحافة.	Huge blocks break apart at the edges of glaciers, falling or perhaps jumping or rolling away from the edge.	تنفصل كتل ضخمة عند حواف الأنهار الجليدية فتسقط أو ربما تقفز أو تتدحرج بعيدًا عن الحافة.	Huge blocks break apart at the edges of glaciers, falling or perhaps jumping or rolling away from the edge.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	| عبدالمؤمن (نقاش) 15:	What are you talking about?	<<<| عبدالمؤمن (نقاش) 15:>>>	<<<What are you talking about?>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	09، 11 يناير 2017 (ت ع م)	9th, 11th of January, 2017	09، 11 يناير 2017 <<<(ت ع م)>>>	9th, 11th of January, 2017	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	"الخلايا أساسيّةٌ وحاسمةٌ جداً لدراسة الحياة، بل إنها غالباً ما يشار إليها باسم ""وحدات البناء الأساسية للحياة""."	"Cells are fundamental and crucial to the study of life, and they're often referred to as ""the basic building blocks of life""."	"الخلايا أساسيّةٌ وحاسمةٌ <<<جداً>>> لدراسة الحياة، بل إنها غالباً ما يشار إليها باسم ""وحدات البناء الأساسية للحياة""."	"Cells are fundamental and crucial to the study of life, and they're often referred to as ""the basic building blocks of life""."	1_No_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	"وقال في فتواه تلك إن ""ضباط الجيش الباكستاني الذين يقتلون في الاشتباكات مع طالبان ورجال القبائل ليسوا شهداء، ولا يجب تكفينهم شرعا""."	"He said in his photo that ""Pakistani army officers killed in clashes with the Taliban and tribal men are not martyrs, and should not be legally buried""."	"وقال في <<<فتواه>>> تلك إن ""ضباط الجيش الباكستاني الذين يقتلون في الاشتباكات مع طالبان ورجال القبائل ليسوا شهداء، ولا يجب تكفينهم شرعا""."	"He said in his photo that ""Pakistani army officers killed in clashes with the Taliban and tribal men are not martyrs, and should not be legally buried""."	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	من النادر أن ترى عائلات لديهم أطفال، لكن تسمح بعض نُزل الشباب بهم في الغرف الخاصة.	It's rare to see families with children, but some hostels allow them in private rooms.	من النادر أن ترى عائلات لديهم أطفال، لكن تسمح بعض نُزل <<<الشباب>>> بهم في الغرف الخاصة.	It's rare to see families with children, but some hostels allow them in private rooms.	1_No_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	"تحدث ""الأوجه"" لأن الجانب الوحيد من كوكب الزهرة (أو من القمر) الذي يُضاء هو الجانب المواجه للشمس. دعمت مراحل كوكب الزهرة نظرية ""كوبرنيكوس"" بأن الكواكب تدور حول الشمس."	"The ""faces"" occur because the only side of the planet (or of the moon) that is illuminated is the side facing the sun."	"تحدث ""الأوجه"" لأن الجانب الوحيد من كوكب <<<الزهرة>>> (أو من القمر) الذي يُضاء هو الجانب المواجه للشمس. <<<دعمت مراحل كوكب الزهرة نظرية ""كوبرنيكوس"" بأن الكواكب تدور حول الشمس>>>."	"The ""faces"" occur because the only side of the planet (or of the moon) that is illuminated is the side facing the sun."	1_No_hallucination	3_Partial_omission	flores
arb_Arab	eng_Latn	بيتر كوستيلو، أمين الخزينة الأسترالي والرجل الذي سيخلُف رئيس الوزارة جون هاوارد كقائد الحزب الليبرالي، يدعم مجال الطاقة النووية في أستراليا.	Peter Costello, Australia's Treasurer and the man who will succeed Prime Minister John Howard as leader of the Liberal Party, supports Australia's nuclear power sector.	بيتر كوستيلو، أمين الخزينة الأسترالي والرجل الذي سيخلُف رئيس الوزارة جون هاوارد كقائد الحزب الليبرالي، يدعم مجال الطاقة النووية في أستراليا.	Peter Costello, Australia's Treasurer and the man who will succeed Prime Minister John Howard as leader of the Liberal Party, supports Australia's nuclear power sector.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	- أه ريكليس ديسريغارد فور غرافيتي''.	- Oh, this is Reckless Desrigard for Graffiti.	- أه ريكليس ديسريغارد فور غرافيتي''.	- Oh, this is Reckless Desrigard for Graffiti.	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	للمرّة الأولى، صدّرت الصين في العام الماضي سيّارات أكثر من ألمانيا، وتجاوزت الولايات المتحدة كأكبر سوق في هذه الصناعة.	For the first time, China exported more cars last year than Germany, and it surpassed the United States as the industry's largest market.	للمرّة الأولى، صدّرت الصين في العام الماضي سيّارات أكثر من ألمانيا، وتجاوزت الولايات المتحدة كأكبر سوق في هذه الصناعة.	For the first time, China exported more cars last year than Germany, and it surpassed the United States as the industry's largest market.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	جاء بعد أحمد الشقيري يحيى حمودة ثم بعد يحيى حمودة جاء ياسر عرفات ويأتي عباس رابعاً.	He came after Ahmad al-Shakiri, Yahya Hamuda, and after Yahya Hamuda came Yasser Arafat, and Abbas came fourth.	جاء بعد أحمد الشقيري يحيى حمودة ثم بعد يحيى حمودة جاء ياسر عرفات ويأتي عباس رابعاً.	He came after Ahmad al-Shakiri, Yahya Hamuda, and after Yahya Hamuda came Yasser Arafat, and Abbas came fourth.	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	سيبقى الجشع والأنانية مصاحبين لنا أبد الدهر، فطبيعة التعاون في استفادة الغالبية يصاحبها كسب المزيد دائماً على المدى القصير بأنانية التصرف.	Greed and selfishness will remain with us forever, and the nature of cooperating to benefit the majority is always accompanied by gaining more in the short run by selfishness.	سيبقى الجشع والأنانية مصاحبين لنا أبد الدهر، فطبيعة التعاون في استفادة الغالبية يصاحبها كسب المزيد دائماً على المدى القصير بأنانية التصرف.	Greed and selfishness will remain with us forever, and the nature of cooperating to benefit the majority is always accompanied by gaining more in the short run by selfishness.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	تحياتي لكم.	Greetings to you.	تحياتي لكم.	Greetings to you.	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	"كانت شركة ""إيه أو إل""، حتّى الآن، قادرة على تحريك وتطوير سوق الرسائل الفورية على وتيرتها الخاصة، نظراً لاستخدامها على نطاقٍ واسعٍ داخلَ الولايات المتحدة."	AOL, until now, has been able to move and develop the instant messaging market at its own pace, given its widespread use within the United States.	"كانت شركة ""إيه أو إل""، حتّى الآن، قادرة على تحريك وتطوير سوق الرسائل الفورية على وتيرتها الخاصة، نظراً لاستخدامها على نطاقٍ واسعٍ داخلَ الولايات المتحدة."	AOL, until now, has been able to move and develop the instant messaging market at its own pace, given its widespread use within the United States.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	عـبـدالله الـشـمـرانـي (نقاش) 23:	I 'm a Samaritan . 23 hours .	<<<عـبـدالله>>> الـشـمـرانـي <<<(نقاش)>>> 23:	<<<I 'm a>>> Samaritan . 23 <<<hours.>>>	3_Partial_hallucination	3_Partial_omission	wiki
arb_Arab	eng_Latn	بالتوفيق في كتابة المقالة وأرجو منك مرّة أخرى أن تلتزم بالحياد وكتابة كافة الآراء، ولست معني أيضًا بالنقاشات الجدلية، وغير معني بالإجابة على ما ستكتبه لاحقاً.	Good luck writing the article, and I ask you once again to be neutral and to write all opinions, not interested in contentious debates, and not interested in answering what you'll write later.	بالتوفيق في كتابة المقالة وأرجو منك مرّة أخرى أن تلتزم بالحياد وكتابة كافة الآراء، ولست معني أيضًا بالنقاشات الجدلية، وغير معني بالإجابة على ما ستكتبه لاحقاً.	Good luck writing the article, and I ask you once again to be neutral and to write all opinions, not interested in contentious debates, and not interested in answering what you'll write later.	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	"كما ستقام أحداث تزلج أخرى في منطقة ""تايزيتشنغ"" للتزلج في ""زانغجياكو""، على بعد ما يقارب 220 كيلومتراً (140 ميلا) من بكين."	Other skiing events will also take place in the Taizetcheng ski area of Zhangjiaco, about 220 kilometers (140 miles) from Beijing.	"كما ستقام أحداث تزلج أخرى في منطقة ""تايزيتشنغ"" للتزلج في ""زانغجياكو""، على بعد ما يقارب 220 كيلومتراً (140 ميلا) من بكين."	Other skiing events will also take place in the Taizetcheng ski area of Zhangjiaco, about 220 kilometers (140 miles) from Beijing.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	وتحتوي بعض الأحذية على مسامير وهناك عناصر إضافية مرصعة للظروف المناخية الزلقة ومناسبة لأغلب الأحذية، للكعب أو الكعب والنعل.	Some shoes have nails and there are additional elements fitted for slippery climatic conditions and suitable for most shoes, heel or heel and heel.	وتحتوي بعض الأحذية على مسامير وهناك عناصر إضافية مرصعة للظروف المناخية الزلقة ومناسبة لأغلب الأحذية، للكعب أو الكعب والنعل.	Some shoes have nails and there are additional elements fitted for slippery climatic conditions and suitable for most shoes, heel or heel and heel.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	"حصل برنامج بي بي إس على أكثر من 24 جائزة إيمي وكانت مدة عرضه أقصر من ""سيسم ستريت"" و""ومستر روجرز نيبرهود""."	PBS has won more than 24 Emmys and has been shorter than Sesame Street and Worcester Rogers' Neighborhood.	"حصل برنامج بي بي إس على أكثر من 24 جائزة إيمي وكانت <<<مدة عرضه>>> أقصر من ""سيسم ستريت"" و""ومستر روجرز نيبرهود""."	PBS has won more than 24 Emmys and has been shorter than Sesame Street and Worcester Rogers' Neighborhood.	1_No_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	"""لحسن الحظ لم يحدث لي شيء، ولكني رأيت مشهدًا مروعًا، حيث حاول الناس تحطيم النوافذ للخروج."	"""Fortunately nothing happened to me, but I saw a terrible scene, where people tried to break the windows to get out."	"""لحسن الحظ لم يحدث لي شيء، ولكني رأيت مشهدًا مروعًا، حيث حاول الناس تحطيم النوافذ للخروج."	"""Fortunately nothing happened to me, but I saw a terrible scene, where people tried to break the windows to get out."	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	عبدالرحمن الزيداني (نقاش) 17:	This is the first time I've ever heard of this.	<<<عبدالرحمن الزيداني (نقاش) 17:>>>	<<<This is the first time I've ever heard of this.>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	على العموم أنا أعرف أنك لا تستطيع عرقلة ترشيحي لأي مقالة لذا لا حاجة لي بمناقشتك وتضيع وقتي على أمر لا يقدم ولا يؤخر.	Generally, I know you can't block my candidacy for any article, so I don't need to argue with you and waste my time on something that isn't presented or delayed.	على العموم أنا أعرف أنك لا تستطيع عرقلة ترشيحي لأي مقالة لذا لا حاجة لي بمناقشتك وتضيع وقتي على أمر لا يقدم ولا يؤخر.	Generally, I know you can't block my candidacy for any article, so I don't need to argue with you and waste my time on something that isn't presented or delayed.	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	42، 21 أبريل 2017 (ت ع م)	I'm here to help you.	<<<42، 21 أبريل 2017 (ت ع م)>>>	<<<I'm here to help you.>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	115 (نقاش) 07:	This is the first time I've seen this.	<<<115 (نقاش) 07:>>>	<<<This is the first time I've seen this.>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	يجب حجز التصاريح مقدماً. يجب أن تحصل على تصريح لقضاء الليل في سيرينا.	You must get a permit to spend the night in Serena.	<<<يجب حجز التصاريح مقدماً.>>> يجب أن تحصل على تصريح لقضاء الليل في سيرينا.	You must get a permit to spend the night in Serena.	1_No_hallucination	3_Partial_omission	flores
arb_Arab	eng_Latn	ابن حزم الجزء :	Son of the pack:	ابن حزم <<<الجزء :>>>	Son of the pack:	1_No_hallucination	2_Small_omission	wiki
arb_Arab	eng_Latn	تأكد من أنك تعرف ما يمكنك وما لا يمكنك إحضاره والإعلان عن أي شيء يتجاوز الحدود القانونية.	Make sure you know what you can and can't bring and announce anything beyond the legal limits.	تأكد من أنك تعرف ما يمكنك وما لا يمكنك إحضاره والإعلان عن أي شيء يتجاوز الحدود القانونية.	Make sure you know what you can and can't bring and announce anything beyond the legal limits.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	لن تبذل مجهوداً كبيراً إذا اتبعت تلك الطريقة. ضع نصب عينيك أنه ليس عليك الضغط على مفاتيح الأكورديون بقوةٍ كبيرةٍ لتحصل على مستوى صوتٍ أعلى كما في البيانو.	You won't make much effort if you follow that method. Keep in mind that you don't have to push the accordion keys too hard to get a higher sound level like a piano.	لن تبذل مجهوداً كبيراً إذا اتبعت تلك الطريقة. ضع نصب عينيك أنه ليس عليك الضغط على مفاتيح الأكورديون بقوةٍ كبيرةٍ لتحصل على مستوى صوتٍ أعلى كما في البيانو.	You won't make much effort if you follow that method. Keep in mind that you don't have to push the accordion keys too hard to get a higher sound level like a piano.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	إذا أردت المزيد من المغامرة، فاغتنم الفرصة لتحضير أو مزج بعض السموذي:	If you want more adventure, take the opportunity to prepare or blend some classic:	إذا أردت المزيد من المغامرة، فاغتنم الفرصة لتحضير أو مزج بعض <<<السموذي>>>:	If you want more adventure, take the opportunity to prepare or blend some <<<classic>>>:	2_Small_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	08، 22 ديسمبر 2018 (ت ع م)	The Commission shall adopt implementing acts in accordance with the opinion of the European Parliament and of the Council.	<<<08، 22 ديسمبر 2018 (ت ع م)>>>	<<<The Commission shall adopt implementing acts in accordance with the opinion of the European Parliament and of the Council.>>>	4_Full_hallucination	4_Full_omission	wiki
arb_Arab	eng_Latn	عندما بدأ المستأجرون مشاركة ما حدث لهم، أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم، وهربت خارج المدينة.	When the tenants started sharing what happened to them, most of the families involved suddenly realized that Caroline Wilson of the Housing Authority of Oakland had stolen their insurance deposits, and fled out of town.	عندما بدأ المستأجرون مشاركة ما حدث لهم، أدركت معظم العائلات المعنية فجأة أن كارولين ويلسون من هيئة الإسكان في أوكلاند قد سرقت ودائع التأمين الخاصة بهم، وهربت خارج المدينة.	When the tenants started sharing what happened to them, most of the families involved suddenly realized that Caroline Wilson of the Housing Authority of Oakland had stolen their insurance deposits, and fled out of town.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	خلال الـ20 سنة الماضية، تزايدت الخيارات الملائمة للأطفال في أبتاون شارلوت تصاعديّاً.	Over the past 20 years, children's choices in Uptown Charlotte have increased exponentially.	خلال الـ20 سنة الماضية، تزايدت الخيارات <<<الملائمة>>> للأطفال في أبتاون شارلوت تصاعديّاً.	Over the past 20 years, children's choices in Uptown Charlotte have increased exponentially.	1_No_hallucination	2_Small_omission	flores
arb_Arab	eng_Latn	"في شهر أبريل/نيسان من هذا العام، أصدر القاضي ""غلين"" أمراً تقييدياً مؤقتاً ضد المنشأة لإنفاذ إطلاق سراح المحتجزين لأكثر من 24 ساعة منذ احتجازهم ممن لم يمنحهم وكيل المحكمة جلسة استماع."	In April of this year, Judge Glenn issued a temporary restraining order against the facility to enforce the release of those detained for more than 24 hours since their detention who have not been granted a hearing by the court's attorney.	"في شهر أبريل/نيسان من هذا العام، أصدر القاضي ""غلين"" أمراً تقييدياً مؤقتاً ضد المنشأة لإنفاذ إطلاق سراح المحتجزين لأكثر من 24 ساعة منذ احتجازهم ممن لم يمنحهم وكيل المحكمة جلسة استماع."	In April of this year, Judge Glenn issued a temporary restraining order against the facility to enforce the release of those detained for more than 24 hours since their detention who have not been granted a hearing by the court's attorney.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	مع جذوره في جولات عدو برشلونة في برشلونة وكوبنهاغن للعدو في كوبنهاغن، و سرعان ما انضم إليه جولات عدو براغ ومقره في براغ وآخرين.	With his roots in the Barcelona and Copenhagen enemy tours of Copenhagen, he was soon joined by the Prague-based Prague enemy tours and others.	مع جذوره في جولات عدو برشلونة <<<في برشلونة>>> وكوبنهاغن <<<للعدو في كوبنهاغن>>>، و سرعان ما انضم إليه جولات عدو براغ ومقره في براغ وآخرين.	With his roots in the Barcelona and Copenhagen enemy tours of Copenhagen, he was soon joined by the Prague-based Prague enemy tours and others.	1_No_hallucination	3_Partial_omission	flores
arb_Arab	eng_Latn	جاء قرار رابطة الوطنية لكرة السلة في أعقاب اختبار لاعب يوتا جاز إيجابياً لفيروس كوفيد-19.	The NBA's decision came after a Utah Jazz player tested positive for COVID-19.	جاء قرار رابطة الوطنية لكرة السلة في أعقاب اختبار لاعب يوتا جاز إيجابياً لفيروس كوفيد-19.	The NBA's decision came after a Utah Jazz player tested positive for COVID-19.	1_No_hallucination	1_No_omission	flores
arb_Arab	eng_Latn	Yamanam 15:	Yamanam 15:	Yamanam 15:	Yamanam 15:	1_No_hallucination	1_No_omission	wiki
arb_Arab	eng_Latn	سيخبرك بعض الأطفال القصة مقابل قروش قليلة.	Some kids will tell you the story for a few sharks.	سيخبرك بعض الأطفال القصة مقابل قروش قليلة.	Some kids will tell you the story for a few sharks.	1_No_hallucination	1_No_omission	flores
